Date,Day,Year,Tourn,Rnd,Team_1,Team_2,Team_1_Score,Team_2_Score,Team_1_Tries,Team_2_Tries,Team_1_Points,Team_2_Points,Venue,Neut.
14 Jun 2008,Sat,2008,ST,2,ARG,SCO,14,26,2,2,0,4,"Velez Sarsfield, Buenos Aires",N
14 Jun 2008,Sat,2008,ST,2,SAF,WAL,37,21,4,2,5,0,"Loftus Versfeld, Pretoria",N
14 Jun 2008,Sat,2008,ST,1,NZL,ENG,37,20,4,2,5,0,"Eden Park, Auckland",N
21 Jun 2008,Sat,2008,ST,,SAF,ITA,26,0,4,0,5,0,"Newlands, Cape Town",N
21 Jun 2008,Sat,2008,ST,2,NZL,ENG,44,12,5,2,5,0,"Jade Stadium, Christchurch",N
28 Jun 2008,Sat,2008,ST,1,AUS,FRA,34,13,4,1,5,0,"Stadium Australia, Sydney",N
28 Jun 2008,Sat,2008,ST,,ARG,ITA,12,13,0,1,1,4,Cordoba,N
05 Jul 2008,Sat,2008,ST,2,AUS,FRA,40,10,4,1,5,0,"Suncorp Stadium, Brisbane",N
05 Jul 2008,Sat,2008,3N FC,n ,NZL,SAF,19,8,1,1,4,0,"Westpac Trust, Wellington",N
12 Jul 2008,Sat,2008,3N FC,n ,NZL,SAF,28,30,1,2,1,4,"Carisbrook, Dunedin",N
19 Jul 2008,Sat,2008,3N MP,a ,AUS,SAF,16,9,2,0,4,1,"Subiaco Oval, Perth_AUS",N
26 Jul 2008,Sat,2008,3N BC,n ,AUS,NZL,34,19,4,3,5,0,"Stadium Australia, Sydney",N
02 Aug 2008,Sat,2008,3N BC,n ,NZL,AUS,39,10,4,1,5,0,"Eden Park, Auckland",N
09 Aug 2008,Sat,2008,,,SAF,ARG,63,9,9,0,5,0,"Ellis Park, Johannesburg",N
16 Aug 2008,Sat,2008,3N FC,n ,SAF,NZL,0,19,0,3,0,4,"Newlands, Cape Town",N
23 Aug 2008,Sat,2008,3N MP,a ,SAF,AUS,15,27,2,3,0,4,"Kings Park Stadium, Durban",N
30 Aug 2008,Sat,2008,3N MP,a ,SAF,AUS,53,8,8,1,5,0,"Ellis Park, Johannesburg",N
03 Sep 2008,Wed,2008,,,NZL,SAM,101,14,15,2,5,0,New Plymouth,N
13 Sep 2008,Sat,2008,3N BC,n ,AUS,NZL,24,28,3,4,1,5,"Suncorp Stadium, Brisbane",N
01 Nov 2008,Sat,2008,BC,n ,NZL,AUS,19,14,2,2,4,1,Hong Kong Stadium,Y
08 Nov 2008,Sat,2008,AI,,IRE,CAN,55,0,8,0,5,0,"Thomond Park, Limerick",N
08 Nov 2008,Sat,2008,AI,,ENG,PAC,39,13,5,1,5,0,"Twickenham, London",N
08 Nov 2008,Sat,2008,AI,,WAL,SAF,15,20,0,2,1,4,"Millennium Stadium, Cardiff",N
08 Nov 2008,Sat,2008,AI,,ITA,AUS,20,30,1,2,0,4,Padua,N
08 Nov 2008,Sat,2008,AI GS,1,SCO,NZL,6,32,0,4,0,5,"Murrayfield, Edinburgh",N
08 Nov 2008,Sat,2008,AI,,FRA,ARG,12,6,0,0,4,1,Marseille,N
14 Nov 2008,Fri,2008,AI,,WAL,CAN,34,13,4,1,5,0,"Millennium Stadium, Cardiff",N
15 Nov 2008,Sat,2008,AI GS,2,IRE,NZL,3,22,0,3,0,4,"Croke Park, Dublin",N
15 Nov 2008,Sat,2008,AI CC,a ,ENG,AUS,14,28,1,1,0,4,"Twickenham, London",N
15 Nov 2008,Sat,2008,AI,,SCO,SAF,10,14,1,1,1,4,"Murrayfield, Edinburgh",N
15 Nov 2008,Sat,2008,AI,,ITA,ARG,14,22,1,1,0,4,Torino,N
15 Nov 2008,Sat,2008,AI,,FRA,PAC,42,17,5,1,5,0,Sochaux,N
22 Nov 2008,Sat,2008,AI,,SCO,CAN,41,0,6,0,5,0,Aberdeen,N
22 Nov 2008,Sat,2008,AI,,IRE,ARG,17,3,1,0,4,0,"Croke Park, Dublin",N
22 Nov 2008,Sat,2008,AI GS,3,WAL,NZL,9,29,0,2,0,4,"Millennium Stadium, Cardiff",N
22 Nov 2008,Sat,2008,AI,,ENG,SAF,6,42,0,5,0,5,"Twickenham, London",N
22 Nov 2008,Sat,2008,AI,,ITA,PAC,17,25,2,3,0,4,Reggio Emilia,N
22 Nov 2008,Sat,2008,AI,,FRA,AUS,13,18,1,2,1,4,"Stade de France, Paris",N
29 Nov 2008,Sat,2008,AI HS GS,4,ENG,NZL,6,32,0,3,0,4,"Twickenham, London",N
29 Nov 2008,Sat,2008,AI,,WAL,AUS,21,18,2,2,4,1,"Millennium Stadium, Cardiff",N
07 Feb 2009,Sat,2009,6N,1,ENG,ITA,36,11,5,1,5,0,"Twickenham, London",N
07 Feb 2009,Sat,2009,6N,1,IRE,FRA,30,21,3,2,4,0,"Croke Park, Dublin",N
08 Feb 2009,Sun,2009,6N,1,SCO,WAL,13,26,1,4,0,5,"Murrayfield, Edinburgh",N
14 Feb 2009,Sat,2009,6N,2,FRA,SCO,22,13,1,1,4,0,"Stade de France, Paris",N
14 Feb 2009,Sat,2009,6N,2,WAL,ENG,23,15,1,2,4,0,"Millennium Stadium, Cardiff",N
15 Feb 2009,Sun,2009,6N,2,ITA,IRE,9,38,0,5,0,5,"Stadio Flaminio, Rome",N
27 Feb 2009,Fri,2009,6N,3,FRA,WAL,21,16,2,1,4,1,"Stade de France, Paris",N
28 Feb 2009,Sat,2009,WQ,,ROM,RUS,19,28,3,3,0,4,Bucharest,N
28 Feb 2009,Sat,2009,6N,3,SCO,ITA,26,6,2,0,4,0,"Murrayfield, Edinburgh",N
28 Feb 2009,Sat,2009,6N,3,IRE,ENG,14,13,1,1,4,1,"Croke Park, Dublin",N
14 Mar 2009,Sat,2009,WQ,,GEO,ROM,28,23,3,2,4,1,Tbilisi,N
14 Mar 2009,Sat,2009,6N,4,ITA,WAL,15,20,0,2,1,4,"Stadio Flaminio, Rome",N
14 Mar 2009,Sat,2009,6N,4,SCO,IRE,15,22,0,1,1,4,"Murrayfield, Edinburgh",N
15 Mar 2009,Sun,2009,6N,4,ENG,FRA,34,10,5,2,5,0,"Twickenham, London",N
21 Mar 2009,Sat,2009,6N,5,ITA,FRA,8,50,1,7,0,5,"Stadio Flaminio, Rome",N
21 Mar 2009,Sat,2009,6N CA,5,ENG,SCO,26,12,3,0,4,0,"Twickenham, London",N
21 Mar 2009,Sat,2009,6N,5,WAL,IRE,15,17,0,2,1,4,"Millennium Stadium, Cardiff",N
22 Mar 2009,Sun,2009,WQ,,RUS,GEO,21,29,2,5,0,5,"Mariupol, Ukraine",N
23 May 2009,Sat,2009,ST,,CAN,IRE,6,25,0,3,0,4,Vancouver,N
30 May 2009,Sat,2009,ST,,CAN,WAL,23,32,2,2,0,4,"York Stadium, Toronto",N
31 May 2009,Sun,2009,ST,,USA,IRE,10,27,1,4,0,5,"Santa Clara, California",N
06 Jun 2009,Sat,2009,,1,ENG,ARG,37,15,3,0,4,0,"Old Trafford, Manchester",N
06 Jun 2009,Sat,2009,,,USA,WAL,15,48,2,6,0,5,"Bridgeview, Illinois",N
13 Jun 2009,Sat,2009,ST,2,ARG,ENG,24,22,2,1,4,1,Salta,N
13 Jun 2009,Sat,2009,ST,1,AUS,ITA,31,8,5,1,5,0,"Bruce Stadium, Canberra",N
13 Jun 2009,Sat,2009,ST DG,1,NZL,FRA,22,27,2,3,1,4,"Carisbrook, Dunedin",N
20 Jun 2009,Sat,2009,LT,1,SAF,LIO,26,21,2,3,4,1,"Kings Park Stadium, Durban",N
20 Jun 2009,Sat,2009,ST DG,2,NZL,FRA,14,10,1,1,4,1,"Westpac Trust, Wellington",N
20 Jun 2009,Sat,2009,ST,2,AUS,ITA,34,12,5,0,5,0,"Colonial Stadium, Melbourne",N
27 Jun 2009,Sat,2009,LT,2,SAF,LIO,28,25,3,1,4,1,"Loftus Versfeld, Pretoria",N
27 Jun 2009,Sat,2009,ST,,NZL,ITA,27,6,3,0,4,0,"Jade Stadium, Christchurch",N
27 Jun 2009,Sat,2009,ST,,AUS,FRA,22,6,1,0,4,0,"Stadium Australia, Sydney",N
04 Jul 2009,Sat,2009,WQ,1,USA,CAN,12,6,0,0,4,1,"Blackbaud Stdm, Sth Carolina",N
04 Jul 2009,Sat,2009,LT,3,SAF,LIO,9,28,0,3,0,4,"Ellis Park, Johannesburg",N
11 Jul 2009,Sat,2009,WQ,2,CAN,USA,41,18,6,2,5,0,Edmonton,N
18 Jul 2009,Sat,2009,3N BC,n ,NZL,AUS,22,16,1,1,4,1,"Eden Park, Auckland",N
25 Jul 2009,Sat,2009,3N FC,n ,SAF,NZL,28,19,2,1,4,0,"Vodacom Park, Bloemfontein",N
01 Aug 2009,Sat,2009,3N FC,s ,SAF,NZL,31,19,1,1,4,0,"Kings Park Stadium, Durban",N
08 Aug 2009,Sat,2009,3N MP,a ,SAF,AUS,29,17,1,2,4,0,"Newlands, Cape Town",N
22 Aug 2009,Sat,2009,3N BC,n ,AUS,NZL,18,19,0,1,1,4,"Stadium Australia, Sydney",N
29 Aug 2009,Sat,2009,3N MP,s ,AUS,SAF,25,32,3,4,1,5,"Subiaco Oval, Perth_AUS",N
05 Sep 2009,Sat,2009,3N MP,s ,AUS,SAF,21,6,2,0,4,0,"Suncorp Stadium, Brisbane",N
12 Sep 2009,Sat,2009,3N FC,s ,NZL,SAF,29,32,2,2,1,4,"Rugby Park, Hamilton",N
19 Sep 2009,Sat,2009,3N BC,n ,NZL,AUS,33,6,3,0,4,0,"Westpac Trust, Wellington",N
31 Oct 2009,Sat,2009,BC,n ,NZL,AUS,32,19,2,1,4,0,"Olympic Stadium, Tokyo",Y
07 Nov 2009,Sat,2009,AI CC,,ENG,AUS,9,18,0,2,0,4,"Twickenham, London",N
07 Nov 2009,Sat,2009,AI,,WAL,NZL,12,19,0,1,1,4,"Millennium Stadium, Cardiff",N
13 Nov 2009,Fri,2009,AI,,WAL,SAM,17,13,1,1,4,1,"Millennium Stadium, Cardiff",N
13 Nov 2009,Fri,2009,AI,,FRA,SAF,20,13,1,1,4,1,Stade Toulouse,N
14 Nov 2009,Sat,2009,WQ,1,URU,USA,22,27,1,4,1,5,Montevideo,N
14 Nov 2009,Sat,2009,AI,,ENG,ARG,16,9,1,0,4,1,"Twickenham, London",N
14 Nov 2009,Sat,2009,AI,,SCO,FIJ,23,10,2,1,4,0,"Murrayfield, Edinburgh",N
14 Nov 2009,Sat,2009,AI,,ITA,NZL,6,20,0,1,0,4,Milan,N
15 Nov 2009,Sun,2009,AI,,IRE,AUS,20,20,2,2,2,2,"Croke Park, Dublin",N
21 Nov 2009,Sat,2009,AI HC,,SCO,AUS,9,8,0,1,4,1,"Murrayfield, Edinburgh",N
21 Nov 2009,Sat,2009,WQ,2,USA,URU,27,6,4,0,5,0,Florida,N
21 Nov 2009,Sat,2009,AI HS,,ENG,NZL,6,19,0,1,0,4,"Twickenham, London",N
21 Nov 2009,Sat,2009,AI,,WAL,ARG,33,16,3,1,4,0,"Millennium Stadium, Cardiff",N
21 Nov 2009,Sat,2009,AI,,ITA,SAF,10,32,1,4,0,5,"Stadio Friuli, Udine",N
21 Nov 2009,Sat,2009,AI,,IRE,FIJ,41,6,5,0,5,0,"RDS Stadium, Dublin",N
21 Nov 2009,Sat,2009,AI,,FRA,SAM,43,5,7,1,5,0,"Stade de France, Paris",N
28 Nov 2009,Sat,2009,AI DG,,FRA,NZL,12,39,0,5,0,5,Marseille,N
28 Nov 2009,Sat,2009,AI,,SCO,ARG,6,9,0,0,1,4,"Murrayfield, Edinburgh",N
28 Nov 2009,Sat,2009,AI,,IRE,SAF,15,10,0,1,4,1,"Croke Park, Dublin",N
28 Nov 2009,Sat,2009,AI,,ITA,SAM,24,6,2,0,4,0,Ascoli Piceno,N
28 Nov 2009,Sat,2009,AI,,WAL,AUS,12,30,0,4,0,5,"Millennium Stadium, Cardiff",N
06 Feb 2010,Sat,2010,6N,1,IRE,ITA,29,11,2,1,4,0,"Croke Park, Dublin",N
06 Feb 2010,Sat,2010,6N,1,ENG,WAL,30,17,3,2,4,0,"Twickenham, London",N
07 Feb 2010,Sun,2010,6N,1,SCO,FRA,9,18,0,2,0,4,"Murrayfield, Edinburgh",N
13 Feb 2010,Sat,2010,6N,2,WAL,SCO,31,24,3,2,4,1,"Millennium Stadium, Cardiff",N
13 Feb 2010,Sat,2010,6N,2,FRA,IRE,33,10,3,1,4,0,"Stade de France, Paris",N
14 Feb 2010,Sun,2010,6N,2,ITA,ENG,12,17,0,1,1,4,"Stadio Flaminio, Rome",N
26 Feb 2010,Fri,2010,6N,3,WAL,FRA,20,26,2,2,1,4,"Millennium Stadium, Cardiff",N
27 Feb 2010,Sat,2010,WQ,,RUS,ROM,21,21,2,2,2,2,Sochi,N
27 Feb 2010,Sat,2010,6N,3,ITA,SCO,16,12,1,0,4,1,"Stadio Flaminio, Rome",N
27 Feb 2010,Sat,2010,6N,3,ENG,IRE,16,20,1,3,1,4,"Twickenham, London",N
13 Mar 2010,Sat,2010,WQ,,ROM,GEO,22,10,1,1,4,0,Bucharest,N
13 Mar 2010,Sat,2010,6N,4,IRE,WAL,27,12,3,0,4,0,"Croke Park, Dublin",N
13 Mar 2010,Sat,2010,6N CA,4,SCO,ENG,15,15,0,0,2,2,"Murrayfield, Edinburgh",N
14 Mar 2010,Sun,2010,6N,4,FRA,ITA,46,20,6,2,5,0,"Stade de France, Paris",N
20 Mar 2010,Sat,2010,6N,5,FRA,ENG,12,10,0,1,4,1,"Stade de France, Paris",N
20 Mar 2010,Sat,2010,WQ,,GEO,RUS,36,8,5,1,5,0,Trabzon,Y
20 Mar 2010,Sat,2010,6N,5,WAL,ITA,33,10,3,1,4,0,"Millennium Stadium, Cardiff",N
20 Mar 2010,Sat,2010,6N,5,IRE,SCO,20,23,2,1,1,4,"Croke Park, Dublin",N
05 Jun 2010,Sat,2010,,,AUS,FIJ,49,3,7,0,5,0,"Bruce Stadium, Canberra",N
05 Jun 2010,Sat,2010,ST,,WAL,SAF,31,34,3,3,1,4,"Millennium Stadium, Cardiff",N
12 Jun 2010,Sat,2010,ST,,NZL,IRE,66,28,9,4,5,1,New Plymouth,N
12 Jun 2010,Sat,2010,ST CC,a ,AUS,ENG,27,17,3,2,4,0,"Subiaco Oval, Perth_AUS",N
12 Jun 2010,Sat,2010,ST,1,ARG,SCO,16,24,2,0,0,4,Tucuman,N
12 Jun 2010,Sat,2010,ST,,SAF,FRA,42,17,5,2,5,0,"Newlands, Cape Town",N
19 Jun 2010,Sat,2010,ST CC,a ,AUS,ENG,20,21,2,2,1,4,"Stadium Australia, Sydney",N
19 Jun 2010,Sat,2010,ST,2,ARG,SCO,9,13,0,1,1,4,Mar del Plata,N
19 Jun 2010,Sat,2010,ST,1,SAF,ITA,29,13,3,1,4,0,Witbank,N
19 Jun 2010,Sat,2010,ST,1,NZL,WAL,42,9,5,0,5,0,"Carisbrook, Dunedin",N
26 Jun 2010,Sat,2010,ST,,AUS,IRE,22,15,2,0,4,1,"Suncorp Stadium, Brisbane",N
26 Jun 2010,Sat,2010,ST,,ARG,FRA,41,13,4,1,5,0,"Velez Sarsfield, Buenos Aires",N
26 Jun 2010,Sat,2010,ST,2,SAF,ITA,55,11,7,1,5,0,East_London,N
26 Jun 2010,Sat,2010,ST,2,NZL,WAL,29,10,2,1,4,0,"Waikato Stadium, Hamilton",N
10 Jul 2010,Sat,2010,3N FC,s ,NZL,SAF,32,12,4,0,5,0,"Eden Park, Auckland",N
17 Jul 2010,Sat,2010,3N FC,n ,NZL,SAF,31,17,4,2,5,0,"Westpac Trust, Wellington",N
24 Jul 2010,Sat,2010,3N MP,s ,AUS,SAF,30,13,2,2,4,0,"Suncorp Stadium, Brisbane",N
31 Jul 2010,Sat,2010,3N BC,n ,AUS,NZL,28,49,3,7,0,5,"Colonial Stadium, Melbourne",N
07 Aug 2010,Sat,2010,3N BC,n ,NZL,AUS,20,10,2,1,4,0,"Jade Stadium, Christchurch",N
21 Aug 2010,Sat,2010,3N FC,n ,SAF,NZL,22,29,1,3,1,4,"Soweto, Johannesburg",N
28 Aug 2010,Sat,2010,3N MP,s ,SAF,AUS,44,31,5,4,5,1,"Loftus Versfeld, Pretoria",N
04 Sep 2010,Sat,2010,3N MP,a ,SAF,AUS,39,41,3,5,1,5,"Vodacom Park, Bloemfontein",N
11 Sep 2010,Sat,2010,3N BC,n ,AUS,NZL,22,23,2,2,1,4,"Stadium Australia, Sydney",N
30 Oct 2010,Sat,2010,BC,n ,NZL,AUS,24,26,3,4,1,5,Hong Kong Stadium,Y
06 Nov 2010,Sat,2010,AI,,WAL,AUS,16,25,1,3,0,4,"Millennium Stadium, Cardiff",N
06 Nov 2010,Sat,2010,AI HS GS,1,ENG,NZL,16,26,1,2,0,4,"Twickenham, London",N
06 Nov 2010,Sat,2010,AI,,IRE,SAF,21,23,2,2,1,4,"Lansdowne Rd, Dublin",N
13 Nov 2010,Sat,2010,AI GS,2,SCO,NZL,3,49,0,7,0,5,"Murrayfield, Edinburgh",N
13 Nov 2010,Sat,2010,WQ,,URU,ROM,21,21,2,2,2,2,Montevideo,N
13 Nov 2010,Sat,2010,AI,,WAL,SAF,25,29,3,2,1,4,"Millennium Stadium, Cardiff",N
13 Nov 2010,Sat,2010,AI CC,e ,ENG,AUS,35,18,2,2,4,0,"Twickenham, London",N
13 Nov 2010,Sat,2010,AI,,IRE,SAM,20,10,2,1,4,0,"Lansdowne Rd, Dublin",N
13 Nov 2010,Sat,2010,AI,,ITA,ARG,16,22,1,1,1,4,Verona,N
13 Nov 2010,Sat,2010,AI,,FRA,FIJ,34,12,3,0,4,0,Nantes,N
19 Nov 2010,Fri,2010,AI,,WAL,FIJ,16,16,1,1,2,2,"Millennium Stadium, Cardiff",N
20 Nov 2010,Sat,2010,AI,,FRA,ARG,15,9,0,0,4,1,Montpellier,N
20 Nov 2010,Sat,2010,AI,,SCO,SAF,21,17,0,1,4,1,"Murrayfield, Edinburgh",N
20 Nov 2010,Sat,2010,AI,,ENG,SAM,23,13,2,2,4,0,"Twickenham, London",N
20 Nov 2010,Sat,2010,AI,,ITA,AUS,14,32,1,2,0,4,Florence,N
20 Nov 2010,Sat,2010,AI GS,3,IRE,NZL,18,38,2,4,0,5,"Lansdowne Rd, Dublin",N
27 Nov 2010,Sat,2010,AI GS,4,WAL,NZL,25,37,1,5,0,5,"Millennium Stadium, Cardiff",N
27 Nov 2010,Sat,2010,AI,,FRA,AUS,16,59,1,7,0,5,"Stade de France, Paris",N
27 Nov 2010,Sat,2010,WQ,,ROM,URU,39,12,5,2,5,0,Bucharest,N
27 Nov 2010,Sat,2010,AI,,ENG,SAF,11,21,1,2,0,4,"Twickenham, London",N
27 Nov 2010,Sat,2010,AI,,SCO,SAM,19,16,1,1,4,1,Aberdeen,N
27 Nov 2010,Sat,2010,AI,,ITA,FIJ,24,16,0,1,4,0,Modena,N
28 Nov 2010,Sun,2010,AI,,IRE,ARG,29,9,2,0,4,0,"Lansdowne Rd, Dublin",N
04 Feb 2011,Fri,2011,6N,1,WAL,ENG,19,26,1,2,1,4,"Millennium Stadium, Cardiff",N
05 Feb 2011,Sat,2011,6N,1,ITA,IRE,11,13,1,1,1,4,"Stadio Flaminio, Rome",N
05 Feb 2011,Sat,2011,6N,1,FRA,SCO,34,21,4,3,5,0,"Stade de France, Paris",N
12 Feb 2011,Sat,2011,6N,2,ENG,ITA,59,13,8,1,5,0,"Twickenham, London",N
12 Feb 2011,Sat,2011,6N,2,SCO,WAL,6,24,0,2,0,4,"Murrayfield, Edinburgh",N
13 Feb 2011,Sun,2011,6N,2,IRE,FRA,22,25,3,1,1,4,"Lansdowne Rd, Dublin",N
26 Feb 2011,Sat,2011,6N,3,ITA,WAL,16,24,2,2,0,4,"Stadio Flaminio, Rome",N
26 Feb 2011,Sat,2011,6N,3,ENG,FRA,17,9,1,0,4,0,"Twickenham, London",N
27 Feb 2011,Sun,2011,6N,3,SCO,IRE,18,21,0,3,1,4,"Murrayfield, Edinburgh",N
12 Mar 2011,Sat,2011,6N,4,ITA,FRA,22,21,1,2,4,1,"Stadio Flaminio, Rome",N
12 Mar 2011,Sat,2011,6N,4,WAL,IRE,19,13,1,1,4,1,"Millennium Stadium, Cardiff",N
13 Mar 2011,Sun,2011,6N CA,4,ENG,SCO,22,16,1,1,4,1,"Twickenham, London",N
19 Mar 2011,Sat,2011,6N,5,SCO,ITA,21,8,2,1,4,0,"Murrayfield, Edinburgh",N
19 Mar 2011,Sat,2011,6N,5,IRE,ENG,24,8,2,1,4,0,"Lansdowne Rd, Dublin",N
19 Mar 2011,Sat,2011,6N,5,FRA,WAL,28,9,3,0,4,0,"Stade de France, Paris",N
17 Jul 2011,Sun,2011,WU,,AUS,SAM,23,32,2,4,0,5,"Football Stadium, Sydney",N
22 Jul 2011,Fri,2011,WU,,NZL,FIJ,60,14,8,2,5,0,"Carisbrook, Dunedin",N
23 Jul 2011,Sat,2011,3N MP,a ,AUS,SAF,39,20,5,2,5,0,"Stadium Australia, Sydney",N
30 Jul 2011,Sat,2011,3N FC,,NZL,SAF,40,7,6,1,5,0,"Westpac Trust, Wellington",N
06 Aug 2011,Sat,2011,3N BC,n ,NZL,AUS,30,14,3,2,4,0,"Eden Park, Auckland",N
06 Aug 2011,Sat,2011,WU,,ENG,WAL,23,19,2,3,4,1,"Twickenham, London",N
06 Aug 2011,Sat,2011,WU,,SCO,IRE,10,6,1,0,4,1,"Murrayfield, Edinburgh",N
13 Aug 2011,Sat,2011,3N MP,a ,SAF,AUS,9,14,0,1,1,4,"Kings Park Stadium, Durban",N
13 Aug 2011,Sat,2011,WU,,ITA,JAP,31,24,4,3,5,1,Cesena,N
13 Aug 2011,Sat,2011,WU,,WAL,ENG,19,9,1,0,4,0,"Millennium Stadium, Cardiff",N
13 Aug 2011,Sat,2011,WU,,FRA,IRE,19,12,1,0,4,1,"Stade Municipal, Bordeaux",N
20 Aug 2011,Sat,2011,3N FC,,SAF,NZL,18,5,0,1,4,0,"N. Mandela Bay, Pt Elizabeth",N
20 Aug 2011,Sat,2011,WU,,WAL,ARG,28,13,3,1,4,0,"Millennium Stadium, Cardiff",N
20 Aug 2011,Sat,2011,WU,,SCO,ITA,23,12,2,2,4,0,"Murrayfield, Edinburgh",N
20 Aug 2011,Sat,2011,WU,,IRE,FRA,22,26,2,1,1,4,"Lansdowne Rd, Dublin",N
27 Aug 2011,Sat,2011,3N BC,n ,AUS,NZL,25,20,3,2,4,1,"Suncorp Stadium, Brisbane",N
27 Aug 2011,Sat,2011,WU,,IRE,ENG,9,20,0,2,0,4,"Lansdowne Rd, Dublin",N
09 Sep 2011,Fri,2011,WC,Pool A,NZL,TON,41,10,6,1,5,0,"Eden Park, Auckland",N
10 Sep 2011,Sat,2011,WC,Pool B,SCO,ROM,34,24,4,2,5,0,Invercargill,Y
10 Sep 2011,Sat,2011,WC,Pool D,FIJ,NAM,49,25,6,2,5,0,Rotorua,Y
10 Sep 2011,Sat,2011,WC,Pool A,FRA,JAP,47,21,6,2,5,0,Albany,Y
10 Sep 2011,Sat,2011,WC,Pool B,ARG,ENG,9,13,0,1,1,4,"Otago Stadium, Dunedin",Y
11 Sep 2011,Sun,2011,WC,Pool C,AUS,ITA,32,6,4,0,5,0,Albany,Y
11 Sep 2011,Sun,2011,WC,Pool C,IRE,USA,22,10,3,1,4,0,New Plymouth,Y
11 Sep 2011,Sun,2011,WC,Pool D,SAF,WAL,17,16,2,1,4,1,"Westpac Trust, Wellington",Y
14 Sep 2011,Wed,2011,WC,Pool D,SAM,NAM,49,12,6,2,5,0,Rotorua,Y
14 Sep 2011,Wed,2011,WC,Pool A,TON,CAN,20,25,2,3,1,4,Whangarei,Y
14 Sep 2011,Wed,2011,WC,Pool B,SCO,GEO,15,6,0,0,4,0,"Otago Stadium, Dunedin",Y
15 Sep 2011,Thu,2011,WC,Pool C,RUS,USA,6,13,0,1,1,4,New Plymouth,Y
16 Sep 2011,Fri,2011,WC,Pool A,NZL,JAP,83,7,13,1,5,0,"Rugby Park, Hamilton",N
17 Sep 2011,Sat,2011,WC,Pool B,ARG,ROM,43,8,6,1,5,0,Invercargill,Y
17 Sep 2011,Sat,2011,WC,Pool D,SAF,FIJ,49,3,6,0,5,0,"Westpac Trust, Wellington",Y
17 Sep 2011,Sat,2011,WC,Pool C,AUS,IRE,6,15,0,0,0,4,"Eden Park, Auckland",Y
18 Sep 2011,Sun,2011,WC,Pool D,WAL,SAM,17,10,1,1,4,1,"Rugby Park, Hamilton",Y
18 Sep 2011,Sun,2011,WC,Pool B,ENG,GEO,41,10,6,1,5,0,"Otago Stadium, Dunedin",Y
18 Sep 2011,Sun,2011,WC,Pool A,FRA,CAN,46,19,4,1,5,0,Napier,Y
20 Sep 2011,Tue,2011,WC,Pool C,ITA,RUS,53,17,9,3,5,0,"Trafalgar Park, Nelson",Y
21 Sep 2011,Wed,2011,WC,Pool A,TON,JAP,31,18,3,3,4,0,Whangarei,Y
22 Sep 2011,Thu,2011,WC,Pool D,SAF,NAM,87,0,12,0,5,0,Albany,Y
23 Sep 2011,Fri,2011,WC,Pool C,AUS,USA,67,5,11,1,5,0,"Westpac Trust, Wellington",Y
24 Sep 2011,Sat,2011,WC,Pool B,ENG,ROM,67,3,10,0,5,0,"Otago Stadium, Dunedin",Y
24 Sep 2011,Sat,2011,WC,Pool A,NZL,FRA,37,17,5,2,5,0,"Eden Park, Auckland",N
25 Sep 2011,Sun,2011,WC,Pool D,FIJ,SAM,7,27,1,2,0,4,"Eden Park, Auckland",Y
25 Sep 2011,Sun,2011,WC,Pool C,IRE,RUS,62,12,9,2,5,0,Rotorua,Y
25 Sep 2011,Sun,2011,WC,Pool B,ARG,SCO,13,12,1,0,4,1,"Westpac Trust, Wellington",Y
26 Sep 2011,Mon,2011,WC,Pool D,WAL,NAM,81,7,12,1,5,0,New Plymouth,Y
27 Sep 2011,Tue,2011,WC,Pool A,CAN,JAP,23,23,3,2,2,2,Napier,Y
27 Sep 2011,Tue,2011,WC,Pool C,ITA,USA,27,10,4,1,5,0,"Trafalgar Park, Nelson",Y
28 Sep 2011,Wed,2011,WC,Pool B,GEO,ROM,25,9,1,0,4,0,"FMG Stadium, Palmerston North",Y
30 Sep 2011,Fri,2011,WC,Pool D,SAF,SAM,13,5,1,1,4,0,Albany,Y
01 Oct 2011,Sat,2011,WC,Pool C,AUS,RUS,68,22,10,3,5,0,"Trafalgar Park, Nelson",Y
01 Oct 2011,Sat,2011,WC,Pool A,FRA,TON,14,19,1,1,1,4,"Westpac Trust, Wellington",Y
01 Oct 2011,Sat,2011,WC,Pool B,ENG,SCO,16,12,1,0,4,1,"Eden Park, Auckland",Y
02 Oct 2011,Sun,2011,WC,Pool B,ARG,GEO,25,7,3,1,4,0,"FMG Stadium, Palmerston North",Y
02 Oct 2011,Sun,2011,WC,Pool A,NZL,CAN,79,15,12,2,5,0,"Westpac Trust, Wellington",N
02 Oct 2011,Sun,2011,WC,Pool D,WAL,FIJ,66,0,9,0,5,0,"Rugby Park, Hamilton",Y
02 Oct 2011,Sun,2011,WC,Pool C,IRE,ITA,36,6,3,0,4,0,"Otago Stadium, Dunedin",Y
08 Oct 2011,Sat,2011,WC,Quart ,IRE,WAL,10,22,1,3,0,4,"Westpac Trust, Wellington",Y
08 Oct 2011,Sat,2011,WC,Quart ,ENG,FRA,12,19,2,2,1,4,"Eden Park, Auckland",Y
09 Oct 2011,Sun,2011,WC,Quart ,SAF,AUS,9,11,0,1,1,4,"Westpac Trust, Wellington",Y
09 Oct 2011,Sun,2011,WC,Quart ,NZL,ARG,33,10,2,1,4,0,"Eden Park, Auckland",N
