03-Feb-14,Mon,2014,6N,1,IRE,SCO,28,6,3,0,4,0,"Lansdowne Rd, Dublin",N
08-Feb-14,Sat,2014,6N,2,IRE,WAL,26,3,2,0,4,0,"Lansdowne Rd, Dublin",N
08-Feb-14,Sat,2014,6N,2,SCO,ENG,0,20,0,2,0,4,"Murrayfield, Edinburgh",N
09-Feb-14,Sun,2014,6N,2,FRA,ITA,30,10,3,1,4,0,"Stade de France, Paris",N
21-Feb-14,Fri,2014,6N,3,WAL,FRA,27,6,2,0,4,0,"Millennium Stadium, Cardiff",N
22-Feb-14,Sat,2014,6N,3,ITA,SCO,20,21,2,2,1,4,"Olympic Stadium, Rome",N
22-Feb-14,Sat,2014,6N,3,ENG,IRE,13,10,1,1,4,1,"Twickenham, London",N
08-Mar-14,Sat,2014,6N,4,IRE,ITA,46,7,7,1,5,0,"Lansdowne Rd, Dublin",N
08-Mar-14,Sat,2014,6N,4,SCO,FRA,17,19,2,1,1,4,"Murrayfield, Edinburgh",N
09-Mar-14,Sun,2014,6N,4,ENG,WAL,29,18,2,0,4,0,"Twickenham, London",N
15-Mar-14,Sat,2014,6N,5,ITA,ENG,11,52,1,7,0,5,"Olympic Stadium, Rome",N
15-Mar-14,Sat,2014,6N,5,WAL,SCO,51,3,7,0,5,0,"Millennium Stadium, Cardiff",N
15-Mar-14,Sat,2014,6N,5,FRA,IRE,20,22,2,3,1,4,"Stade de France, Paris",N
06-Feb-15,Fri,2015,6N,1,WAL,ENG,16,21,1,2,1,4,"Millennium Stadium, Cardiff",N
07-Feb-15,Sat,2015,6N,1,ITA,IRE,3,26,0,2,0,4,"Olympic Stadium, Rome",N
07-Feb-15,Sat,2015,6N,1,FRA,SCO,15,8,0,1,4,1,"Stade de France, Paris",N
14-Feb-15,Sat,2015,6N,2,ENG,ITA,47,17,6,3,5,0,"Twickenham, London",N
14-Feb-15,Sat,2015,6N,2,IRE,FRA,18,11,0,1,4,1,"Lansdowne Rd, Dublin",N
15-Feb-15,Sun,2015,6N,2,SCO,WAL,23,26,2,2,1,4,"Murrayfield, Edinburgh",N
28-Feb-15,Sat,2015,6N,3,SCO,ITA,19,22,1,3,1,4,"Murrayfield, Edinburgh",N
28-Feb-15,Sat,2015,6N,3,FRA,WAL,13,20,1,1,1,4,"Stade de France, Paris",N
01-Mar-15,Sun,2015,6N,3,IRE,ENG,19,9,1,0,4,0,"Lansdowne Rd, Dublin",N
14-Mar-15,Sat,2015,6N,4,WAL,IRE,23,16,1,1,4,1,"Millennium Stadium, Cardiff",N
14-Mar-15,Sat,2015,6N,4,ENG,SCO,25,13,3,1,4,0,"Twickenham, London",N
15-Mar-15,Sun,2015,6N,4,ITA,FRA,0,29,0,2,0,4,"Olympic Stadium, Rome",N
21-Mar-15,Sat,2015,6N,5,ITA,WAL,20,61,2,8,0,5,"Olympic Stadium, Rome",N
21-Mar-15,Sat,2015,6N,5,SCO,IRE,10,40,1,4,0,5,"Murrayfield, Edinburgh",N
21-Mar-15,Sat,2015,6N,5,ENG,FRA,55,35,7,5,5,1,"Twickenham, London",N
